Date,Unnamed: 0,Open,High,Low,Close,Volume,MA5,MA10,MA20,Daily_Return,Rolling_Volatility,Monthly_Return
2015-01-02,0,14.857999801635742,14.883333206176758,14.21733283996582,14.620667457580566,71466000,,,,,,
2015-01-05,1,14.303333282470703,14.43333339691162,13.810667037963867,14.005999565124512,80527500,,,,-0.04204102817052724,,
2015-01-06,2,14.003999710083008,14.279999732971191,13.61400032043457,14.085332870483398,93928500,,,,0.005664237314159992,,
2015-01-07,3,14.223333358764648,14.3186674118042,13.985333442687988,14.063332557678224,44526000,,,,-0.0015619306272326439,,
2015-01-08,4,14.187333106994627,14.25333309173584,14.000666618347168,14.041333198547363,51637500,14.163333129882812,,,-0.0015643062581812694,,
2015-01-09,5,13.928000450134276,13.998666763305664,13.663999557495115,13.77733325958252,70024500,13.994666290283202,,,-0.018801629106854012,,
2015-01-12,6,13.536666870117188,13.631333351135254,13.283332824707031,13.480667114257812,89254500,13.889599800109863,,,-0.021532914950603166,,
2015-01-13,7,13.554667472839355,13.84066677093506,13.394000053405762,13.616666793823242,67159500,13.795866584777832,,,0.010088497728839352,,
2015-01-14,8,12.388667106628418,13.013333320617676,12.333333015441896,12.845999717712402,173278500,13.552400016784668,,,-0.05659733676235856,,
2015-01-15,9,12.965999603271484,13.050000190734863,12.666666984558104,12.791333198547363,78247500,13.302400016784668,13.732866573333741,,-0.004255528597720826,,
2015-01-16,10,12.713333129882812,12.965999603271484,12.643333435058594,12.871333122253418,54048000,13.121199989318848,13.557933139801026,,0.006254228739435819,0.02220513428881551,
2015-01-20,11,12.924667358398438,12.941332817077637,12.469332695007324,12.795332908630373,67548000,12.98413314819336,13.43686647415161,,-0.005904610882275119,0.01964445176443238,
2015-01-21,12,12.636667251586914,13.245332717895508,12.633999824523926,13.104666709899902,62295000,12.88173313140869,13.338799858093262,,0.024175518017267583,0.021903390160033377,
2015-01-22,13,13.133333206176758,13.54933261871338,13.013333320617676,13.441332817077637,61753500,13.000799751281738,13.276599884033203,,0.02569055090301542,0.024223544950535542,
2015-01-23,14,13.352666854858398,13.56666660308838,13.222000122070312,13.419333457946776,51579000,13.126399803161622,13.214399909973144,,-0.0016366947705446222,0.024222665737099865,
2015-01-26,15,13.45533275604248,13.907999992370604,13.403332710266112,13.770000457763672,48517500,13.306133270263672,13.213666629791259,,0.026131476717216273,0.02536446036680083,
2015-01-27,16,13.628000259399414,13.868666648864746,13.553333282470703,13.732000350952148,41715000,13.493466758728028,13.238799953460694,,-0.0027596300325537504,0.02424377920226707,
2015-01-28,17,13.740667343139648,13.758000373840332,13.227999687194824,13.291333198547363,47244000,13.530800056457519,13.206266593933105,,-0.03209052877530916,0.026286222918567085,
2015-01-29,18,13.404666900634766,13.732000350952148,13.100000381469728,13.68000030517578,53221500,13.578533554077149,13.289666652679443,,0.02924214605280495,0.01970361093403677,
2015-01-30,19,13.597332954406738,13.83133316040039,13.533332824707031,13.57333278656006,45105000,13.609333419799805,13.367866611480713,13.550366592407226,-0.007797333058198963,0.019948433586993733,
2015-02-02,20,13.597999572753906,14.130000114440918,13.553333282470703,14.062666893005373,62238000,13.667866706848145,13.486999988555908,13.522466564178467,0.0360511389604945,0.022080416239611895,
2015-02-03,21,14.214667320251465,14.691332817077637,14.084667205810549,14.557332992553713,72393000,13.832933235168458,13.663199996948242,13.550033235549927,0.0351758385028933,0.02278672954979652,-0.004331844986599109
2015-02-04,22,14.552666664123535,14.76533317565918,14.453332901000977,14.56999969482422,49581000,14.088666534423828,13.809733295440674,13.574266576766968,0.0008701251992371262,0.02273327380476957,0.040268466886439924
2015-02-05,23,14.658666610717772,15.031999588012695,14.642666816711426,14.732666969299316,52843500,14.299199867248536,13.938866710662841,13.607733297348023,0.011164535201251935,0.022138622940193448,0.04595802632200785
2015-02-06,24,14.800000190734863,14.893333435058594,14.43333339691162,14.490667343139648,48658500,14.482666778564454,14.046000099182129,13.630200004577636,-0.016426056915829212,0.023417491383780083,0.030386452407975773
2015-02-09,25,14.358667373657228,14.528667449951172,14.13266658782959,14.498666763305664,52086000,14.569866752624511,14.118866729736329,13.666266679763794,0.0005520394593698796,0.02259414574808965,0.03257052291912088
2015-02-10,26,14.50333309173584,14.699999809265137,14.333333015441896,14.419333457946776,80857500,14.542266845703125,14.187600040435791,13.713199996948243,-0.005471765552931496,0.02271888431360417,0.04659829201109922
2015-02-11,27,14.147333145141602,14.315999984741213,13.8186674118042,14.186667442321776,146536500,14.465600395202637,14.277133464813232,13.741700029373169,-0.016135698387415576,0.020239760455371108,0.05237131976334197
2015-02-12,28,12.904666900634766,13.53933334350586,12.885333061218262,13.525333404541016,234744000,14.224133682250976,14.261666774749756,13.7756667137146,-0.046616588460223096,0.024606457611162893,-0.00670747038648678
2015-02-13,29,13.526666641235352,13.732666969299316,13.394000053405762,13.584667205810549,92865000,14.042933654785156,14.262800216674805,13.81533341407776,0.004386864226918918,0.02452649273619148,0.05750175185506601
2015-02-17,30,13.713333129882812,13.713333129882812,13.43333339691162,13.623332977294922,59694000,13.867866897583008,14.21886682510376,13.852933406829834,0.0028462803614235366,0.021175663079194763,0.06504402362390538
2015-02-18,31,13.611332893371582,13.744667053222656,13.506667137145996,13.630666732788086,40704000,13.71013355255127,14.126200199127197,13.89470009803772,0.0005383231478952588,0.016577165225798902,0.05899416970429017
2015-02-19,32,13.666666984558104,14.162667274475098,13.583333015441896,14.11400032043457,77311500,13.695600128173828,14.080600261688232,13.945166778564452,0.035459277020091884,0.02122614916525736,0.10305846836659982
2015-02-20,33,14.052000045776367,14.506667137145996,13.987333297729492,14.473999977111816,89731500,13.885333442687989,14.054733562469483,13.996800136566161,0.025506564298148016,0.022719333242967616,0.10449203306921606
2015-02-23,34,14.37733268737793,14.546667098999023,13.755332946777344,13.822667121887209,127497000,13.93293342590332,13.987933540344239,14.016966819763184,-0.04500019733692007,0.026312825525661235,0.028370274733847456
2015-02-24,35,13.81933307647705,13.81933307647705,13.446666717529297,13.607333183288574,99054000,13.92973346710205,13.89880018234253,14.00883345603943,-0.015578320500655662,0.02646991248106748,0.014009617238512462
2015-02-25,36,13.662667274475098,13.809332847595217,13.505332946777344,13.583999633789062,58642500,13.920400047302246,13.815266799926757,14.001433420181275,-0.001714777553045277,0.026504984943718737,-0.013507684661676289
2015-02-26,37,13.600000381469728,14.072667121887209,13.481332778930664,13.812666893005373,97093500,13.860133361816406,13.777866744995118,14.027500104904174,0.016833573717678796,0.02709700219011226,0.005874347508855848
2015-02-27,38,13.793333053588867,13.903332710266112,13.520000457763672,13.555999755859377,58231500,13.676533317565918,13.780933380126953,14.021300077438354,-0.0185820116516362,0.02317249001285277,0.019912717058431673
2015-03-02,39,13.513333320617676,13.555999755859377,13.055333137512209,13.155332565307615,118831500,13.54306640625,13.73799991607666,14.000400066375732,-0.02955644716492256,0.0249525760657152,-0.03835290410553993
2015-03-03,40,13.120667457580566,13.349332809448242,13.021332740783691,13.303999900817873,66484500,13.48239974975586,13.706066608428955,13.962466716766357,0.011300918070464627,0.02531050862139731,-0.01984279690017421
2015-03-04,41,13.283332824707031,13.501333236694336,13.147333145141602,13.496000289916992,63330000,13.464799880981445,13.692599964141845,13.909400081634521,0.014431779204035822,0.025845820349106242,-0.040295813546592285
2015-03-05,42,13.523332595825195,13.746000289916992,13.34333324432373,13.375332832336426,73155000,13.377333068847657,13.618733215332032,13.849666738510132,-0.008940979178158281,0.022549282321458624,-0.0811962026850589
2015-03-06,43,13.280667304992676,13.383333206176758,12.8100004196167,12.925333023071287,100686000,13.251199722290039,13.46386651992798,13.759300041198731,-0.0336440083328029,0.021345837427717652,-0.11288035045993705
2015-03-09,44,12.959333419799805,12.965999603271484,12.550000190734863,12.725333213806152,101050500,13.165199851989746,13.354133129119873,13.671033334732055,-0.015473474370690687,0.017889410217482218,-0.13625053492868255
2015-03-10,45,12.564000129699709,12.899999618530272,12.506667137145996,12.687999725341797,83695500,13.041999816894531,13.262199783325196,13.580499982833862,-0.0029337926038629503,0.01774780787535451,-0.1244019737055998
2015-03-11,46,12.743332862854004,13.07866668701172,12.734000205993652,12.916000366210938,74623500,12.92599983215332,13.195399856567382,13.50533332824707,0.017969786081706296,0.019393286450917046,-0.1091594436186546
2015-03-12,47,12.916666984558104,12.963333129882812,12.649999618530272,12.73799991607666,62239500,12.798533248901368,13.087933158874511,13.432899951934814,-0.013781390917263936,0.017951110220934676,-0.11660272278005335
2015-03-13,48,12.596667289733888,12.783332824707031,12.48799991607666,12.57866668701172,81514500,12.729199981689453,12.990199851989747,13.38556661605835,-0.01250849663327791,0.01765055856967833,-0.11334591170531383
2015-03-16,49,12.800000190734863,13.060667037963867,12.653332710266112,13.046667098999023,84432000,12.793466758728027,12.979333305358887,13.358666610717773,0.037205883869277034,0.02067043160103141,-0.03539035166270166
2015-03-17,50,13.028667449951172,13.247332572937012,12.929332733154297,12.982000350952148,73411500,12.852266883850097,12.947133350372315,13.326599979400635,-0.00495657224609003,0.020262451937731123,-0.044363755528779025
2015-03-18,51,12.997332572937012,13.392000198364258,12.87399959564209,13.380666732788086,72313500,12.945200157165527,12.935599994659423,13.314099979400634,0.030709164308927006,0.022303610533100655,-0.017812545939475344
2015-03-19,52,13.466667175292969,13.63933277130127,12.968667030334473,13.043333053588867,127128000,13.006266784667968,12.902400016784668,13.26056661605835,-0.025210528438961433,0.02353612883466796,-0.04308913794997338
2015-03-20,53,13.16333293914795,13.265999794006348,13.041333198547363,13.20533275604248,64042500,13.13159999847412,12.930399990081787,13.197133255004882,0.012420115455768377,0.021092704255521375,-0.0643805826670204
2015-03-23,54,13.233332633972168,13.366666793823242,13.164667129516602,13.308667182922363,39474000,13.184000015258789,12.988733386993408,13.171433258056641,0.007825204316233458,0.02017262910215,-0.0805121456426855
2015-03-24,55,13.43866729736328,13.586000442504885,13.31666660308838,13.447999954223633,54748500,13.277199935913085,13.064733409881592,13.163466596603394,0.010469325694766773,0.02005591987381404,-0.02710527312564137
2015-03-25,56,13.218000411987305,13.239333152770996,12.846667289733888,12.953332901000977,85956000,13.191733169555665,13.068466663360596,13.13193325996399,-0.036783689389238594,0.023591650288548035,-0.04806234061283865
2015-03-26,57,12.928000450134276,12.986000061035156,12.646666526794434,12.694000244140623,61920000,13.121866607666016,13.064066696166993,13.075999927520751,-0.020020535165919617,0.02408969498519084,-0.06551821360732668
